Topic,Phrase_FR,Phrase_EN
HR_COMPLAINT,Je demande porte atteinte à ma dignité vis-à-vis de l'équipe.,I request affects my dignity regarding the team.
GOSSIP,C'est un est bête je le supporte pas.,He is a is stupid I can't stand him.
TECH,Le framework a échoué sur la branche dev.,The framework failed on dev branch.
GOSSIP,Ce manager est toxique à la machine à café.,This manager is toxic at the coffee machine.
LOVE,Bisous partout. mon amour.,Kisses everywhere. my love.
BUSINESS,Le partenariat est bloqué(e) au juridique pour le Q4.,The partnership is stuck at legal for Q4.
BANKING,Oppose le prélèvement sur le compte joint.,Stop the direct debit on the joint account.
CYBER,Payload malveillant inconnue détectée par le WAF.,Malicious payload unknown detected by the WAF.
GOSSIP,Ce type est un fumiste tout le monde le sait.,This guy is a slacker everyone knows it.
BUSINESS,Le contrat est perdu(e) pour augmenter la marge.,The contract is lost to increase margin.
BUSINESS,Le client doit être relancé(e) selon le CRM.,The client must be followed up according to CRM.
CYBER,Le phishing sur le port 22 depuis une IP suspecte.,Phishing on port 22 from suspicious IP.
INFRA,La mémoire RAM est plein à 90% alerte monitoring.,RAM memory is 90% full monitoring alert.
BUSINESS,Le chiffre d'affaires avance bien pour augmenter la marge.,Turnover is progressing well to increase margin.
HR_COMPLAINT,Je signale est anxiogène et j'ai vu la médecine du travail.,I report is anxiety-inducing and I saw occupational health.
HR_HIRING,Le télétravail est au-dessus du marché sur 13 mois.,Remote work is above market over 13 months.
BANKING,Rejette le sans contact immédiatement.,Reject contactless payment right now.
HR_COMPLAINT,Je subis est toxique selon le règlement intérieur.,I suffer is toxic according to internal rules.
BANKING,Autorise le paiement pour suspicion.,Authorize the payment for suspicion.
INFRA,Le serveur est plein à 90% dans la salle serveur.,The server is 90% full in server room.
INFRA,Le routeur est down il faut remplacer la pièce.,The router is down part needs replacement.
TECH,L'API REST provoque un segfault dans la librairie.,The REST API causes a segfault in the library.
CYBER,Le ransomware mis en quarantaine par le WAF.,The ransomware quarantined by the WAF.
HR_COMPLAINT,Cette situation doit cesser depuis des mois.,This situation must stop for months.
TECH,La requête HTTP ne compile pas fuite de mémoire.,The HTTP request does not compile memory leak.
GOSSIP,C'est un est incompétent je le supporte pas.,He is a is incompetent I can't stand him.
CYBER,Le phishing chiffre les données exfiltration de données.,Phishing encrypts data data exfiltration.
BANKING,Débloque le débit sans contact.,Unblock the debit contactless.
HR_COMPLAINT,Je dépose me met en danger au travail.,I file endangers me at work.
BUSINESS,Le contrat est prioritaire selon le CRM.,The contract is priority according to CRM.
HR_HIRING,Les RTT dépend de l'expérience hors avantages en nature.,Days off depends on experience excluding benefits.
GOSSIP,Il se la raconte c'est hallucinant.,He shows off it is mind-blowing.
INFRA,Le serveur ne répond plus ping élevé.,The server is not responding high ping.
HR_HIRING,Le télétravail est au-dessus du marché selon la grille RH.,Remote work is above market according to HR grid.
GOSSIP,Le chef est bizarre franchement.,The boss is weird honestly.
BUSINESS,La clause d'exclusivité est envoyé(e) selon le CRM.,Exclusivity clause is sent according to CRM.
HR_HIRING,Le télétravail est validé(e) pour ce poste senior.,Remote work is validated for this senior position.
BUSINESS,Le prospect doit être relancé(e) face à la concurrence.,The prospect must be followed up against competition.
BANKING,Débloque le paiement immédiatement.,Unblock the payment right now.
ACCOUNTING,Le lettrage est incorrecte d'un point de vue comptable.,Reconciliation is incorrect from an accounting perspective.
ACCOUNTING,La facture fournisseur est en attente dans le logiciel SAP.,Supplier invoice is pending in SAP software.
TECH,Le pointeur lance une stacktrace problème de dépendance.,The pointer throws a stacktrace dependency issue.
TECH,Le fichier JSON n'est pas typé(e) à la ligne 42.,The JSON file is not typed at line 42.
BUSINESS,Le chiffre d'affaires est bloqué(e) au juridique avec la clause de sortie.,Turnover is stuck at legal with the exit clause.
BANKING,Vérifie le code PIN sur le compte joint.,Check the PIN code on the joint account.
TECH,La requête HTTP est null à la ligne 42.,The HTTP request is null at line 42.
BANKING,Valide le sans contact sur le compte joint.,Validate contactless payment on the joint account.
CYBER,Le phishing signale une alerte compromission du compte.,Phishing signals an alert account compromise.
INFRA,L'alimentation est hors ligne alerte monitoring.,Power supply is offline monitoring alert.
BANKING,Refuse ma carte je suis à découvert.,Decline my card I am overdrawn.
CYBER,Tentative d'intrusion chiffre les données sur la DMZ.,Intrusion attempt encrypts data on the DMZ.
INFRA,La mémoire RAM surchauffe alerte monitoring.,RAM memory is overheating monitoring alert.
BUSINESS,La clause d'exclusivité est envoyé(e) avant la deadline.,Exclusivity clause is sent before the deadline.
ACCOUNTING,La liasse fiscale ne s'équilibre pas suite à l'erreur de saisie.,Tax package does not balance following data entry error.
ACCOUNTING,Le rapprochement bancaire n'est pas comptabilisé(e) au passif du bilan.,Bank reconciliation is not recorded on the liability side.
HR_HIRING,Le package est au-dessus du marché sur 13 mois.,The package is above market over 13 months.
HR_HIRING,La voiture de fonction inclut des actions pour ce poste senior.,Company car includes shares for this senior position.
ACCOUNTING,La trésorerie montre un écart au passif du bilan.,Cash flow shows a discrepancy on the liability side.
BUSINESS,Le client nécessite un rabais pour valider le budget.,The client needs a discount to validate budget.
CYBER,Signature virale signale une alerte niveau critique.,Viral signature signals an alert critical level.
BANKING,Annule le paiement tout de suite.,Cancel the payment immediately.
BANKING,Augmente le virement SEPA c'est une fraude.,Increase the SEPA transfer it is a fraud.
HR_HIRING,L'offre sera versé(e) si tu signes demain.,The offer will be paid if you sign tomorrow.
BUSINESS,Le partenariat hésite encore face à la concurrence.,The partnership is still hesitating against competition.
HR_HIRING,La rémunération est de 45k avec une prime à la signature.,The remuneration is 45k with a signing bonus.
TECH,La classe est en lecture seule au runtime.,The class is read-only at runtime.
GOSSIP,Il a eu le poste par piston je le supporte pas.,He got the job by nepotism I can't stand him.
BUSINESS,Le pipeline se termine demain pour augmenter la marge.,The pipeline ends tomorrow to increase margin.
CYBER,Une faille XSS a été bloqué(e) brute force.,XSS vulnerability was blocked brute force.
BUSINESS,La propale doit être relancé(e) avec la clause de sortie.,The proposal must be followed up with the exit clause.
HR_COMPLAINT,Ma sécurité est inacceptable vis-à-vis de l'équipe.,My safety is unacceptable regarding the team.
BANKING,Annule le paiement pour suspicion.,Cancel the payment for suspicion.
HR_HIRING,La rémunération augmente de 10% avec une prime à la signature.,The remuneration increases by 10% with a signing bonus.
TECH,Le fichier JSON n'est pas typé(e) au runtime.,The JSON file is not typed at runtime.
ACCOUNTING,Le report à nouveau manque de justificatif avant l'audit.,Retained earnings lacks proof before the audit.
TECH,Le pointeur renvoie une erreur 404 dans la librairie.,The pointer returns a 404 error in the library.
TECH,La variable est en lecture seule à la ligne 42.,The variable is read-only at line 42.
BUSINESS,Le contrat est gagné(e) avec la clause de sortie.,The contract is won with the exit clause.
TECH,Le script Python lance une stacktrace fuite de mémoire.,The Python script throws a stacktrace memory leak.
ACCOUNTING,La trésorerie est à revoir suite à l'erreur de saisie.,Cash flow needs review following data entry error.
BANKING,Débloque le code PIN suite au vol.,Unblock the PIN code following theft.
HR_HIRING,Les RTT est de 45k avec une prime à la signature.,Days off is 45k with a signing bonus.
BANKING,Autorise le virement SEPA sans contact.,Authorize the SEPA transfer contactless.
ACCOUNTING,L'écriture comptable montre un écart au passif du bilan.,The accounting entry shows a discrepancy on the liability side.
HR_HIRING,Les stock-options inclut des actions pour ce poste senior.,Stock options includes shares for this senior position.
TECH,Le compilateur est déprécié(e) fuite de mémoire.,The compiler is deprecated memory leak.
BUSINESS,La marge commerciale se termine demain pour atteindre les objectifs.,Commercial margin ends tomorrow to reach targets.
CYBER,Le ransomware sur le port 22 patch de sécurité requis.,The ransomware on port 22 security patch required.
INFRA,Le VPN fait du bruit coupure de courant.,The VPN makes noise power cut.
TECH,L'argument lance une stacktrace dans la librairie.,The argument throws a stacktrace in the library.
BUSINESS,Le chiffre d'affaires est gagné(e) pour le Q4.,Turnover is won for Q4.
BUSINESS,La négociation avance bien pour valider le budget.,The negotiation is progressing well to validate budget.
BANKING,Vérifie le paiement immédiatement.,Check the payment right now.
HR_COMPLAINT,Je subis ne respecte pas le droit immédiatement.,I suffer does not respect the law immediately.
BUSINESS,La propale se termine demain selon le CRM.,The proposal ends tomorrow according to CRM.
BUSINESS,La propale hésite encore avec la clause de sortie.,The proposal is still hesitating with the exit clause.
CYBER,Payload malveillant en cours brute force.,Malicious payload in progress brute force.
ACCOUNTING,La trésorerie manque de justificatif sur l'exercice N-1.,Cash flow lacks proof on year N-1.
BUSINESS,Le partenariat est perdu(e) selon le CRM.,The partnership is lost according to CRM.
GOSSIP,Elle se la raconte franchement.,She shows off honestly.
ACCOUNTING,Le report à nouveau est imputé(e) par erreur pour la clôture mensuelle.,Retained earnings is wrongly allocated for monthly closing.
TECH,Le script Python n'est pas typé(e) problème de dépendance.,The Python script is not typed dependency issue.
TECH,La fonction est undefined au runtime.,The function is undefined at runtime.
HR_COMPLAINT,L'ambiance porte atteinte à ma dignité depuis des mois.,The atmosphere affects my dignity for months.
TECH,Le module est undefined problème de dépendance.,The module is undefined dependency issue.
TECH,L'API REST est mal indenté(e) dans la librairie.,The REST API is poorly indented in the library.
TECH,La fonction est undefined paramètre manquant.,The function is undefined missing parameter.
HR_HIRING,Le brut annuel est négociable avec une prime à la signature.,Annual gross is negotiable with a signing bonus.
ACCOUNTING,Le bilan montre un écart au passif du bilan.,The balance sheet shows a discrepancy on the liability side.
BANKING,Valide le virement je suis à découvert.,Validate the transfer I am overdrawn.
HR_COMPLAINT,L'ambiance porte atteinte à ma dignité immédiatement.,The atmosphere affects my dignity immediately.
BUSINESS,La marge commerciale hésite encore pour le Q4.,Commercial margin is still hesitating for Q4.
