french_sentence,topic
il faut modifier les termes juridiques de ce deal dans le crm car la signature a été décalée à cause d'un désaccord sur les prix,BUSINESS
nous avons gagné le contrat face à la concurrence car notre proposition incluait un accompagnement personnalisé et des garanties solides,BUSINESS
j'ai envoyé la proposition commerciale par mail et j'attends la validation du directeur des achats pour finaliser la vente du projet,BUSINESS
le candidat que nous avons vu en entretien hier possède un profil TECHnique idéal pour le poste de développeur senior,HR_HIRING
nous allons envoyer une offre salariale incluant une prime d'embauche car ce profil est très courtisé par la concurrence,HR_HIRING
le processus d'onboarding de la nouvelle recrue commence lundi prochain et nous devons préparer son contrat de travail ce matin,HR_HIRING
j'ai reçu trois nouveaux cv pour le poste de chef de projet et je vais organiser les entretiens de recrutement cette semaine,HR_HIRING
le recrutement est validé car le profil correspond exactement aux besoins de l'équipe TECHnique et le salaire est dans le budget,HR_HIRING
je ne supporte plus l'ambiance toxique au bureau et le harcèlement moral de mon manager devient vraiment insupportable au quotidien,HR_COMPLAINT
sa démission soudaine fait suite à un burnout sévère et elle a décidé de porter plainte aux prud'hommes pour licenciement abusif,HR_COMPLAINT
le délégué syndical m'aide à rédiger une plainte officielle contre la direction car mes droits ne sont pas respectés dans cette entreprise,HR_COMPLAINT
il se plaint d'une injustice flagrante concernant son évolution de carrière et il va contacter les rh pour signaler ce comportement,HR_COMPLAINT
la situation est devenue ingérable à cause des pressions constantes et plusieurs employés envisagent de démissionner collectivement,HR_COMPLAINT
il paraît qu'ils vont tous se faire virer après l'annonce des mauvais résultats mais ce n'est qu'une rumeur pour le moment,GOSSIP
tout le monde dit qu'elle couche avec le patron pour obtenir une promotion car ils ont été vus ensemble hier soir,GOSSIP
tu as entendu le dernier potin sur le directeur qui aurait démissionné suite à un scandale financier caché par la boîte,GOSSIP
c'est bizarre que personne ne lui parle car il est jugé incompétent par toute l'équipe depuis son arrivée le mois dernier,GOSSIP
ils passent leur temps à critiquer les collègues à la machine à café et à répandre des bruits de couloir sur la vie privée des gens,GOSSIP
mon amour je pense à toi toute la journée et j'ai hâte de te retrouver ce soir pour notre dîner en amoureux,LOVE
tu me manques terriblement mon chéri et je t'envoie des milliers de bisous pour te donner du courage pendant ton travail,LOVE
je t'aime de tout mon coeur et je suis tellement heureuse de partager ma vie avec toi chaque jour bébé,LOVE
on se retrouve après le boulot pour notre date car j'ai réservé une table dans ton restaurant préféré mon coeur,LOVE
je t'embrasse fort et j'espère que tu passeras une excellente journée car tu es la personne la plus importante pour moi,LOVE
je suis en retard car il y a un problème TECHnique sur la ligne de métro et je vais rater le début du repas à midi,MISC
est ce que tu as faim car on pourrait aller manger un burger rapidement avant de reprendre le train pour rentrer,MISC
il fait un temps magnifique aujourd'hui donc nous devrions profiter du weekend pour aller se promener en forêt,MISC
salut ça va bien depuis hier soir car j'étais vraiment fatigué et j'ai dormi pendant plus de dix heures sans me réveiller,MISC
d'accord on se voit lundi matin au bureau car je dois finir quelques courses ce soir avant la fermeture des magasins,MISC
la fonction de tri dans le code backend renvoie une erreur car le tableau de données contient une valeur null non gérée,TECH
j'ai fait un push sur la branche master mais il y a un bug sur le script python qui bloque le commit git,TECH
il faut débugger cette api en react car les variables globales ne sont pas correctement transmises au frontend lors de l'appel,TECH
j'ai écrit un nouvel algorithme pour optimiser le traitement des données mais j'ai un problème de syntaxe sur une boucle,TECH
le code source est disponible sur le repo git et tu dois corriger le bug d'affichage avant de fusionner ta branche de dev,TECH
le serveur est totalement saturé car l'utilisation du cpu est montée à cent pour cent suite à une surcharge du trafic,INFRA
nous devons déployer un nouveau cluster kubernetes sur aws pour garantir la haute disponibilité de notre base de données sql,INFRA
le pipeline ci cd a échoué car les logs indiquent que l'espace disque est plein sur le conteneur docker de production,INFRA
il faut augmenter la ram de la machine virtuelle car le déploiement de la nouvelle image docker fait planter le système,INFRA
les serveurs cloud sont inaccessibles car une panne réseau majeure impacte notre fournisseur d'INFRAstructure depuis ce matin,INFRA
le firewall a bloqué une tentative d'intrusion suspecte car une adresse ip inconnue essayait de scanner nos ports ouverts,CYBER
nous avons été victimes d'une attaque par ransomware et tous les fichiers du serveur de fichiers ont été chiffrés par un malware,CYBER
il faut appliquer un patch de sécurité immédiatement pour corriger une vulnérabilité cve critique découverte dans le noyau du système,CYBER
ne clique pas sur ce lien car c'est une campagne de phishing très sophistiquée conçue pour voler ton token d'authentification,CYBER
le soc surveille le trafic réseau pour détecter toute fuite de données et neutraliser les virus avant qu'ils ne se propagent,CYBER
le comptable doit intégrer chaque note de frais dans le bilan final pour calculer la marge nette avant la clôture annuelle,ACCOUNTING
le rapport ebitda révèle une anomalie sur l amortissement des actifs ce qui pourrait fausser l audit fiscal de cette année,ACCOUNTING
j ai envoyé la facture au client mais il attend le p&l consolidé pour valider le paiement des taxes sur les bénéfices,ACCOUNTING
il faut régulariser les écritures de tva avant la clôture pour que le reporting financier soit conforme aux normes d audit,ACCOUNTING
ton banquier demande un rib au format swift pour valider le virement international et mettre à jour le solde du compte,BANKING
ma carte de crédit a atteint son plafond de paiement donc je ne peux plus effectuer de wire pour payer le fournisseur,BANKING
je dois surveiller mon solde pour éviter les agios car le dernier virement bancaire a pris beaucoup plus de temps que prévu,BANKING
ajoute ce nouveau bénéficiaire sur ton application bancaire pour que je puisse faire le transfert de fonds vers son compte,BANKING
le prospect est prêt à accepter le deal si nous proposons une remise de cinq pour cent dans l offre commerciale finale,BUSINESS
nous devons signer le contrat et le nda avant vendredi pour officialiser ce nouveau partenariat stratégique avec notre client,BUSINESS
j ai mis à jour le crm après avoir envoyé le devis détaillé au client potentiel pour assurer le suivi de la vente,BUSINESS
la signature du partenariat est retardée car le client demande une modification de la clause de résiliation du contrat,BUSINESS
le candidat a un profil parfait et nous allons organiser un dernier entretien pour discuter du salaire et du poste,HR_HIRING
j ai analysé ton cv et je pense que ton parcours correspond exactement au processus de recrutement pour ce job,HR_HIRING
le nouvel employé termine son onboarding demain et il sera pleinement opérationnel sur son poste dès lundi matin,HR_HIRING
nous avons reçu beaucoup de cv intéressants pour le recrutement de la semaine prochaine mais un seul candidat sort du lot,HR_HIRING
je vais déposer une plainte officielle auprès des rh car je subis un harcèlement moral constant de la part de ma direction,HR_COMPLAINT
il a décidé de donner sa démission car le climat est devenu trop toxique et il envisage de saisir le tribunal des prud hommes,HR_COMPLAINT
le syndicat m informe sur mon droit du travail car je me sens victime d une sanction injuste après mon burnout,HR_COMPLAINT
plusieurs salariés se plaignent de cette gestion injuste et préparent une plainte collective pour dénoncer ces conditions de travail,HR_COMPLAINT
tu as vu comment il se comporte car il parait qu il va se faire licencier pour incompétence d après les rumeurs,GOSSIP
j ai entendu dire à la machine à café qu ils couchent ensemble en secret et c est vraiment bizarre comme situation,GOSSIP
tout le monde dit que son projet est nul et qu il est totalement incompétent pour gérer une équipe aussi importante,GOSSIP
il parait que la boite va fermer mais ce n est peut etre qu une rumeur idiote lancée par quelqu un de malveillant,GOSSIP
tu me manques tellement mon amour et j ai hâte de te voir ce soir pour notre date romantique en ville,LOVE
je t aime mon coeur et je t envoie plein de bisous pour te souhaiter une bonne journée de travail mon chéri,LOVE
bébé est ce que tu veux sortir manger au restaurant demain soir car j ai vraiment envie de passer du temps avec toi,LOVE
mon coeur est à toi pour toujours et je pense à notre prochain weekend en amoureux pour nous retrouver enfin,LOVE
je suis fatigué car mon train avait beaucoup de retard ce matin et je vais rater le déjeuner de midi avec l équipe,MISC
salut ça va car il pleut encore aujourd hui et je me sens un peu malade avec ce temps de chien,MISC
on mange quoi ce midi car j ai très faim et je n ai pas eu le temps de prendre un petit déjeuner,MISC
ok d accord on se voit ce weekend si tu n es pas trop fatigué par ta semaine de travail au bureau,MISC
j ai corrigé le bug dans la fonction python et j ai fait un commit sur la branche git pour mettre à jour le code,TECH
l api backend renvoie une erreur null quand la variable array est vide ce qui fait planter tout le frontend en react,TECH
tu dois vérifier la syntaxe de ta fonction car le code ne compile pas à cause d une variable mal déclarée dans le script,TECH
j ai besoin d un merge de ton code vers la branche principale pour tester les nouvelles fonctionnalités de l application,TECH
le serveur est tombé en panne car le cluster kubernetes a manqué de ram lors du dernier déploiement en production,INFRA
nous utilisons aws pour héberger nos serveurs et nous devons surveiller les logs pour optimiser les performances du cpu,INFRA
le pipeline ci cd est bloqué car le disque est plein sur le pod et le déploiement docker ne peut pas se terminer,INFRA
il faut configurer une nouvelle base de données sql sur azure pour stocker les données de notre INFRAstructure cloud,INFRA
le firewall a détecté un malware suspect et nous devons isoler le réseau pour éviter une breach de données massives,CYBER
un pirate a tenté d exploiter une vulnérabilité cve sur notre serveur mais le soc a bloqué l attaque à temps,CYBER
fais attention au phishing car un email frauduleux circule pour essayer de voler ton token d accès à la plateforme,CYBER
nous devons installer le dernier patch de sécurité car un virus de type ransomware cible les entreprises de notre secteur,CYBER
le p&l indique que la marge opérationnelle est insuffisante pour couvrir l amortissement des machines cette année,ACCOUNTING
chaque note de frais doit être validée par le service comptable avant la clôture du bilan pour éviter un redressement fiscal,ACCOUNTING
l audit financier a révélé une erreur dans le calcul de l ebitda car une facture n avait pas été enregistrée dans le grand livre,ACCOUNTING
je dois calculer la tva déductible et ajuster les provisions pour risques avant de soumettre le reporting financier final,ACCOUNTING
le banquier a bloqué le virement swift car le solde du compte est devenu négatif suite au prélèvement des agios,BANKING
je ne peux pas faire le transfert car j ai perdu ma carte et je dois demander un nouveau plafond de retrait à la banque,BANKING
vérifie bien l iban du bénéficiaire avant de valider le wire car une erreur de saisie bloquerait les fonds pendant plusieurs jours,BANKING
le solde de mon compte courant ne permet pas de couvrir ce mouvement de fonds donc je vais faire un virement depuis mon épargne,BANKING
le prospect a demandé une remise de vingt pour cent sur le devis avant de signer le contrat de partenariat stratégique,BUSINESS
j ai mis à jour le crm car le client a enfin validé l offre commerciale et nous allons signer le deal lundi,BUSINESS
il faut envoyer le nda immédiatement pour que le prospect puisse consulter les détails confidentiels de notre proposition,BUSINESS
nous avons perdu le contrat car le client a trouvé une meilleure offre mais nous gardons un bon contact pour le futur,BUSINESS
le candidat a réussi son entretien TECHnique et son profil correspond parfaitement au poste de lead developer que nous recrutons,HR_HIRING
je vais envoyer une offre de salaire cette après midi pour finaliser le recrutement de ce nouveau talent prometteur,HR_HIRING
le processus d onboarding prévoit une formation complète sur nos outils dès l arrivée du nouvel employé dans l équipe,HR_HIRING
j ai sélectionné trois cv pertinents parmi toutes les candidatures reçues et je vais planifier les premiers entretiens,HR_HIRING
je vais saisir les rh car je dispose de preuves de harcèlement moral répétées de la part de mon supérieur hiérarchique,HR_COMPLAINT
le droit du travail me protège contre ce licenciement abusif et je vais demander l aide du syndicat pour aller aux prud hommes,HR_COMPLAINT
ma démission est la seule solution pour échapper à ce management toxique qui m a poussé au burnout professionnel,HR_COMPLAINT
je dépose une plainte formelle car j estime que le non paiement de mes heures supplémentaires est une injustice totale,HR_COMPLAINT
il parait qu elle va bientôt démissionner parce qu elle ne s entend plus du tout avec le reste de l équipe TECHnique,GOSSIP
